"city_id","city_name","m_city_id","city_image1","city_image2","city_image3","country_id","city_description","latitude","longitude","deleted"
"134","Sigiriya ","0","sigiriya.png",,,"2","Climb the 5th century Sigiriya Rock fortress which is a UNESCO world heritage site, built by King Kashyapa(477-495). The spectacular citadel of Sigiriya rises sheer and impregnable out of the plains of the dry zone. It is the country""s most memorable single attraction, a remarkable archeological site made unforgettable by its dramatic setting. The rock was the innermost stronghold of a 70 hectare fortifield town. A moat, rampart and extensive gardens including the renowned water gardens ring the base of the rock. Visit the world-renowned frescoes of the ''Heavenly Maidens'' of Sigiriya, which are in a sheltered pocket of the rock approached by a spiral stairway.","7.955154","80.759803","0"
"135","Sinharaja ","0",,,,"2","The last extensive tract of undisturbed lowland rainforest in Sri Lanka, Sinharaja is one of the island''s outstanding natural wonders and an ecological treasure-box on international significance. A staggering 830 of Sri Lanka''s endemic species of flora and fauna found here, including myriad birds, reptiles and insects, while no less than sixty percent of the reserve''s trees are endemic, too. Sinharaja stretches for almost 30km across the wet zone at the southern edges of the hill country, enveloping a series of switchback hills and valleys ranging in altitude from just 300m up to 1170m.","6.389722","80.501389","0"
"136","Siyambalanduwa","0",,,,"2",,"6.9071277","81.5541744","0"
"137","Somawathiya","0",,,,"2",,"8.166667","81.216667","0"
"138","Talaimannar","0",,,,"2",,"9.0862707","79.7335635","0"
"139","Tangalle","0",,,,"2","This is the south''s most beautiful stretches of coastline, Tangalle is the region''s more developed beach destinations. The area around Tangalle is also home to a number of rewarding attractions, including the Hoo-maniya blowhole, the giant Buddha and gaudy temple of Wewurukanala and the magnificent rock temples of Mulkirigala.In addition, the nearby beach at Rekawa is Sri Lanka''s premier site for turtle-watching, offering the nightly opportunity to see these majestic creatures drag themselves ashore to lay their eggs in the sand. Dedicated ornithologists might also fancy a trip to the little-visited Kalametiya Bird Sanctuary, home to a rich selection of marine bird life.","6.0231303","80.781806","0"
"140","Thalpe","0",,,,"2",,"6.0006084","80.2769918","0"
"141","Tissamaharama","0",,,,"2","""Beyond Bundala National Park the main highway turns away from the coast towards the town of Tissamaharama, one of the most pleasant towns in south. Tissa''s main attraction is as a base for trips to the nearby national parks of Yala and Bundala or the temple town of Kartaragama.""","6.2852471","81.286084","0"
"142","Udawalawe","0",,,,"2","Uda Walawe has developed into one of Sri Lanka''s most popular national parks mainly thanks to its large population of elephants. It""""s the best place in the island to see pachyderms in the wild. The park is beautifully situated just south of the hill country. There are around five hundred elephants here, alongside hundreds of buffaloes and you might also see macaque and languor monkeys, spotted deer, crocodiles and a variety of birds of prey.","6.473889","80.898611","0"
"143","Unawatuna","0",,,,"2","5km southeast of Galle, Unawatuna set snugly in a pretty semi-circular bay, picturesquely terminated by a dagoba on the rocky headland to the northwest, the beach remains idyllic, while the sheltered bay gives safe year -round swimming, and group of rocks 150m offshore further breaks up waves.","6.0122525","80.2543872","0"
"144","Uswetakeiyawa","0",,,,"2",,"7.0364695","79.8636684","0"
"145","Valaichchennai","0",,,,"2",,"7.9549637","81.9374435","0"
"146","Waikkal","0",,,,"2",,"7.2831535","79.8571996","0"
"147","Wasgamuwa","0",,,,"2","Wasgamuwa is one of the most unspoilt of all Sri Lanka''s national parks, enjoying an isolated position and being largely enclosed-and offered a measure of protection-by two large rivers, the Amban Ganga and Mahaweli Ganga.The park straddles the northeastern edge of the hill country, and ranges in elevation from over 500m to just 76m along the Mahaweli Ganga. The park features the usual cast of Sri Lankan fauna, including up to 150 elephants, plus somber and spotted deer,bufflao and rarely sighted leopards, sloth bears and fishing cats, plus 143 species of bird, including eight endemics.
","7.753242","80.920774","0"
"148","Waskaduwa","0",,,,"2",,"6.6063565","79.9642467","0"
"149","Watawala","0",,,,"2",,"6.9445324","80.539012","0"
"150","Wattala","0",,,,"2",,"6.9842408","79.8938195","0"
"151","Weligama","0",,,,"2","23km east of Unawatuna,the sleepy fishing town of Weligama meanders around a broad and beautiful bay, dotted with rocky outcrops and fringed with fine golden sand.It''s an attractive spot, and despite a decent choice of accommodation.","5.9743728","80.43161","0"
"152","Wellawatte","0",,,,"2",,"6.8738386","79.8699323","0"
"153","Wellawaya","0",,,,"2","The unexceptional little town of Wellawaya is an important transport hub and provides regular connections to Ella, Haputale and beyond.","6.733613","81.1037779","0"
"154","Wilpattu ","0",,,,"2","Some 25km north of Puttalam, Wilpattu National Park is the largest in Sri Lanka. An unusual feature of the park''s topography is the numerous villus: these look like lakes, attracting a range of water-birds and wildlife.","8.410556","80.051111","0"
"155","Yala","0",,,,"2","Yala National park is Sri Lanka""""s most visited wildlife reserve. Yala covers an area of 1260 square kilometers. The park""""s dry-zone landscape is strikingly beautiful and the park""""s wildlife has its own distinctive charm, with huddles of colorful painted storks perched on the incongruously conjoined sight of elephants marching sedately through the bush while rabbits scamper through the undergrowth. Leopards, sloth bears and elephants are the """"big 3"""" here although crocodiles, jackalls and the many variety of birds are also a huge draw to this park which is the largest national park in the country.
","6.57296","81.669253","0"
"156","Yapahuwa","0",,,,"2","Midway between Kurunegala and Anuradhapura lies the magnificent citadel of Yapahuwa.The site''s outstanding feature is the marvelous stone stairway, which climbs with Maya-like steepness up to the palace. Statues of elephants, makara toranas, dwarfs, goddesses and a pair of goggle-eyed stone lions flank the stairs, which are topped by a finely carved doorway and windows.","7.816298","80.311561","0"
"157","Pottuvil","0",,,,"2","Pottuvil
","6.871978","81.8313218","0"
"158","Trincomalee","0","t1.jpg","t2.jpg","Trinco.webp","2","Eastern Sri Lanka''s major town, Trincomalee has been celebrated since antiquity for its superlative deep-water harbour, one of the finest in Asia.
","8.5832093","81.2132167","0"
"161","Wadduwa","0",,,,"2","Kalutara''s fine stretch of beach extends north of the bridge all the way to the village of Wadduwa,some 8km away; it''s surprisingly unspoilt and quiet , given the proximity of Colombo.","6.6303175","79.9570242","0"
"163","Ambewela","0",,,,"2","Ambewela
","6.8791468","80.8132303","0"
"164","Airport (BIA)","0",,,,"2","Bandaranaike International Airport (named after one of the country''s Prime Ministers) is now being developed into a modern facility with Japanese assistance.","7.180155","79.884252","0"
"165","Aligala Caves","0",,,,"2","""The trek to the caves will take approximately 1 hour through the jungle. The caves date back to around 1st century BC. Some Brahmin inscriptions, frescoes and stone pillars are found around the cave in a relatively non-conserved environment. The rock formations around the caves are magnificent. Surrounding the caves are tall indigenous trees, which make a very picturesque Scene.",NULL,NULL,"0"
"166","Arankalle","0",,,,"2","Visit Arankele, which is a 6th century forest hermitage situated north of Kurunegala.
",NULL,NULL,"0"
"167","Bambarakanda","0",,,,"2","Bambarakanda Falls, whose three drops, with a total height of 241m, are the highest in Sri Lanka.","1.6056425","82.3445936","0"
"168","Colombo Zoo","0",,,,"2","Visit the Colombo zoological gardens where an excellent collection of animals, birds, reptiles and fish from Sri Lanka and the Indian sub-continent could be seen. Densely foliated and well landscaped this 11 acre site is among one of the first zoos to introduce an ''open concept''. The most famous attraction is the daily elephant show at 5.15 p.m, where elephants perform acrobatic maneuvers.","6.857087","79.873784","0"
"169","Dambadeniya","0",,,,"2","Visit Dambadeniya which was the capital of Sri Lanka for about 100 years in the 13th century. See the ruins of the former Temple of the Tooth Relic and a dagoba with a Watadage.","7.3712342","80.149641","0"
"170","Degaldoruwa Temple","0",,,,"2","The temple is built into a larger rock outcrop and consists of three small connected chambers: the first two-the digge and antechamber-are built outside the rock and topped by crumbling old wooden roofs, while the third, the main shrine, is hollowed out of the rock itself, and invisible from the outside. The digger has a few old wooden pillars and a couple of drums hanging from the rafters: it''s unusual in that it''s directly attached to the rest of the temple, rather than occupying a separate pavilion as is usually the case. Old wooden doors under a makara torana arch lead into the antechamber, which preserves a fine moonstone and a sequence of paintings showing scenes from the Jataka stories, painted in five vivid red panels.","7.304497","80.664077","0"
"171","Digana","0",,,,"2","Digana is a beautiful mountainous area which is home to the giant Victoria Dam constructed by the British. It is also home to the Victoria Golf Club, which has been hailed as one of the prettiest courses in the world. It was designed by Donald Steel, is 6190 meters long and a par 73 course, opened in 1999.","7.2986621","80.735178","0"
"172","Dimbulagala","0",,,,"2","Rising over 500m above the denuded surrounding plains, the rock is scored with hundred of caves created by Buddhist monks from the third century BC onwards.","7.8666667","81.1166667","0"
"173","Diyaluma Falls","0",,,,"2","The adventurous can clamber up a very steep path along the side of the falls all the way to the top, where there are a series of natural rock pools in which you can swim.","6.7316553","81.0312349","0"
"174","Dowa Temple","0",,,,"2","The small Dowa Temple is set in a secluded narrow wooded valley and boats a striking low-relief Buddha, carved into the rock face which overlooks the temple.It''s similar in style to the figures at Buduruwagala,and may represent Maitreya,the future Buddha of the Mahayana pantheon who also appears at Buduruwagala.","6.4772968","81.1309858","0"
"175","Dunhinda","0",,,,"2","Around 7km north of Badulla lay the majestic, 63-mater-high DUNHINDA FALLS reached via a beautiful drive from town, followed by a pleasant 1.5km scramble along a rocky little path during which you cross a wobbly, Indiana Jones-style suspension bridge. The falls themselves, fed by the Baddulla Oya,are the island''s seventh highest, but are most notable more for their sheer volume, spewing out an impressive quantity of water which creates great clouds of spray as it crashes into the pool below.","7.017587","81.063813","0"
"176","Elephant Safari - Habarana","0",,,,"2","You will have an once-in-a-lifetime experience of moving into the jungle on the back of an elephant. He or she will take you on the bund of a man-made reservoir and will cross the water to enter the jungle. You will see a lot of bird-life and if you're lucky, you might see crocodiles. You will get the opportunity to feed the elephant with bananas while you're seated on its back
","6.6186684","80.6714964","0"
"178","Embakke","0",,,,"2","Dating from the 14th century, the rustic little Embakke Devale,dedicated to Kataragama is, famous principally for the fine pavilion fronting the main shrine, with its intricately decorated wooden pillars-apparently brought here from another temple at Gampola.Each of the myriad pillars bears a different design, a marvelously carved assortment of peacocks, entwined swans,wrestlers,dragons,dancers,horsemen,soldiers and Bodhisatvas.One of the most famous panels depicts an elephant and lion fighting; another shows what looks curiously like a Habsburg double-headed  eagle.
","7.217936","80.567715","0"
"179","Esala Perahara","0",,,,"2","It is held over 7 days leading up to the full moon during the lunar month of Esala(July to August).The Randoli Perahara has become progressively more spectacular, building up to the last night, featuring a massive cast of participants including 50 or 60 brilliantly caparisoned elephants and thousands of drummers, dancers and acrobats walking on stilts, cracking whips ,swinging fire pots and carrying banners, while the replica casket of the Tooth Relic itself is carried on the back of the Maligawa Tusker elephant.","7.293179","80.640968","0"
"180","Gadaladeniya","0",,,,"2","This Buddhist Temple with a Hindu annexed is also constructed on top of a rocky outcrop and dates back to a similar period as Lankatilake Temple and the Embekke Devale. A moonstone marks the entrance to the main shrine.","7.217936","80.567715","0"
"181","Habarana City Tour","0",,,,"2","The large village of HABARANA has the geographical good fortune to sit on a major road junction almost perfectly equidistant between Polonnaruwa, Anuradhapura and Dambulla.And you could experience elephant rides around the attractive lake.","8.0326212","80.7534214","0"
"182","Panduwasnuwara","0",,,,"2","Visit Panduwasnuwara which is situated 12km west of the main road from Kurunegala to Puttalam, the royal adventurer who would later achieve lasting game as the greatest ruler of Polonnaruwa and the architect of that city''s transformation into one of the most splendid urban centers of medieval  Asia.
","6.7284863","79.9296463","0"
"183","Polhena","0",,,,"2","""A couple of kilometers west of Matara city center, the rambling beachside suburb of Polhena make a pleasant alternative to Matara proper. There''s good snorkeling here straight off the beach, with lot of colorful fish and small section of live coral.""
","5.9388572","80.5247699","0"
"184","Polonnaruwa","0","polonna.png",,,"2","""The ruined capital of Polonnaruwa is one of the undisputed highlights of the Cultural Triangle and is a UNESCO world heritage site. The heyday of the city in the twelfth century represented one of the high watermarks of early Sri Lankan civilization. Polonnaruwa""""s extensive and well-preserved remains, offer a fascinating snapshot of medieval Sri Lanka, including some of the island""""s finest monuments and it is compact enough to be thoroughly explored in 3 hours. The Gal Vihara, a collection of magnificent Buddha statues carved out of sheer rock is not to be missed and a prime example of the craftsmanship of that era.""","7.9341133","81.005888","0"
"186","Ridigama","0",,,,"2","The fascinating monastery of Ridi Vihara is a short drive westwards towards Kurunegala.The cave temple of Ridi Vihara is one of the Cultural Triangle''s most absorbing smaller sights.","7.5435709","80.4875565","0"
"187","Sasseruwa","0",,,,"2","Visit Sasseruwa, which is best known for its rough hewn Buddha image carved from a sheer rock face. The statue is about 3 feet shorter than the Aukana statue and less refined in style.","0","0","0"
"188","Hendala","0",,,,"2","Hendala is a one of the seemingly never-ending suburban towns dotting the main road from the airport to Colombo","7.099303","79.985708","0"
"189","Labookelie Tea Estate","0",,,,"2","It is set in gorgeous rolling countryside. The tea gardens here are much more photogenic, and the countryside much more unspoilt and the estate is well set up for visitors, with regular free factory tours and tasting.","7.024175","80.719275","0"
"190","Lankatilake","0",,,,"2","Climbing a steep hill and continuing for 500m through the edge of the village, you will see a pleasant spot, and at the end of the village you reach a gorgeous bo tree and paddy fields, with a huge rock outcrop to your right. Keep right here and continue over the brow of a hill, from where you''ll catch your first, magical sight of the Lankathilake Temple rising out of the tea plantations ahead. Lankathilake is perhaps the finest temple in the district: an imposing solid-looking structure built on a huge rock outcrop and painted a faint blue rather than the usual white. It was found in 1344, and its architecture is reminiscent of the solid, gedige-style stone temples of Polonnaruwa rather than the later and more decorative Kandyan-style wooden temples.","7.4574595","80.460974","0"
"191","Maduru Oya National Park","0",,,,"2","The huge and remote Maduru Oya National park is situated southeast from Polonnaruwa.The usual range of fauna can be seen in here: elephants, various species of monkeys and deer, abundant bird life, rare sloth bears and even rarer leopards.","7.5760643","81.191454","0"
"192","Mawanella.","0",,,,"2","Visit a spice garden in Mawanella to see the different spices, which Sri Lanka is famous for.  You will be shown different spices and the way some of these spices are grown and processed.","7.2492812","80.4483426","0"
"193","Nalanda","0",,,,"2","Visit Nalanda Gedige. Nalanda is considered to be in the exact centre of the island.  Nalanda Gedige is found here which was earlier known as the ""All-stone building"" in Sri Lanka, dating back to the 8th century.  It is one of the most remarkable examples of the amalgamation of Hindu and Buddhist architectures.","0","0","0"
"194","Pindurangala Cave Temple","0",,,,"2","A couple of kilometers north of Sigiriya, situated Pindurangala Cave Temple. The monastery here dates from the arrival of Kassapa. The main sight is a large reclining brick Buddha in the royal cave Temple itself.","7.955154","80.759803","0"
"195","Seetha Amman Temple","0",,,,"2","Held back along the main road towards Nuwara Eliya for about 1.5km to reach the Seetha Amman Temple, said to be built at the spot where Rawana held Sita captive, as related in the Ramayana-the strange circular depressions in the rock by the adjacent stream are supposed to be the footprints of Rawana''s elephant. The small temple boasts the usual gaudy collection of statues, including a couple of gruesome Kali images.","6.933222","80.810513","0"
"196","Tea Plantation","0",,,,"2","Visit a tea plantation and a tea factory, where the best tea in the world is produced. Here you could observe all about the process of manufacturing tea. You can also see how tea is graded. Taste a cup of pure Ceylon tea in the factory.","6.0231303","80.781806","0"
"197","Temple of the Tooth","0",,,,"2","Sri Lanka""s most important Buddhist shrine, the Temple of the Tooth, or Dalada Maligawa, sits on the lakeshore just east of the city center. You might prefer to go to one of the morning pujas. The main attraction of the pooja is the noisy drumming which precedes and accompanies the ceremony.","7.293179","80.640968","0"
"198","Udawattakele Trail","0",,,,"2","160 Acres of Tropical Rain Forest provide a heaven for fascinating birds, flowers and monkeys.","6.8403535","80.6150185","0"
"199","White Water Rafting","0",,,,"2","This thrilling adventure on the white water section of the Kelani River is suitable for amateurs as well as professionals alike.  During the run, you will experience the thrill of shooting rapids and euphoria of making it through.  The river''s clear water is born in the heart of the peak wilderness reserve and tumbles through a rocky gorge just above Kithulgala.  As the river widens, you will pass the scenic location used to film - ""Bridge over the river Kwai"" which was filmed in 1956, a good place to jump in for a refreshing swim.  On a clear day, you may even dive to see the remains of the actual bridge and the carriages used for the film (only for experienced divers with proper equipment).","0","0","0"
"217","Namunukula","0",,,,"2",,"6.9333333","81.1166667","0"
"218","Polhena ","0",NULL,NULL,NULL,"2",,"0","0","0"
"219","City Tour","0",,,,"2",,"0","0","0"
"220","Hanthana","0",,,,"194",,"0","0","0"
"221","Ginigathhena","0",,,,"2",,"0","0","0"
"222","Ambalantota","0",,,,"2",NULL,"0","0","0"
"223","Kalkudah","0",,,,"2",NULL,"0","0","0"
"224","Kamburugamuwa","0",,,,"2",NULL,"0","0","0"
"225","Thawalanthenna","0",,,,"2",NULL,"0","0","0"
"226","Talalla","0",NULL,NULL,NULL,"2",NULL,"5.9534956","80.62436630000002","0"
"227","Weerawila","0",NULL,NULL,NULL,"2",NULL,"0","0","0"
"228","Sevanagama ","0",NULL,NULL,NULL,"2",NULL,"0","0","0"
